Date,lme,alua_ars,dxy,ggal_adr,ggal_ars,txar_ars,sp500,merval,us10y,lme_adj,alua_ars_adj,dxy_adj,ggal_adr_adj,ggal_ars_adj,txar_ars_adj,sp500_adj,merval_adj,us10y_adj
2020-11-26,,52.900001525878906,,,131.4499969482422,54.0,,54466.0,,,48.19902420043945,,,97.29710388183594,45.008628845214844,,54466.0,
2020-11-27,1977.75,53.5,91.79000091552734,9.069999694824219,136.10000610351562,53.29999923706055,3638.35009765625,55427.0,0.8420000076293945,1977.75,48.74570083618164,91.79000091552734,6.935635089874268,100.73896789550781,44.4251823425293,3638.35009765625,55427.0,0.8420000076293945
2020-11-30,2029.75,52.599998474121094,91.87000274658203,8.609999656677246,130.60000610351562,54.29999923706055,3621.6298828125,54573.0,0.843999981880188,2029.75,47.92567825317383,91.87000274658203,6.583883762359619,96.66796875,45.2586784362793,3621.6298828125,54573.0,0.843999981880188
2020-12-01,2052.75,52.79999923706055,91.30999755859375,8.859999656677246,132.14999389648438,54.79999923706055,3662.449951171875,54913.0,0.9340000152587891,2052.75,48.10791015625,91.30999755859375,6.775053977966309,97.81525421142578,45.675418853759766,3662.449951171875,54913.0,0.9340000152587891
2020-12-02,2058.5,53.0,91.12000274658203,9.119999885559082,132.9499969482422,55.5,3669.010009765625,55269.0,0.9480000138282776,2058.5,48.290130615234375,91.12000274658203,6.973869323730469,98.40740966796875,46.25886917114258,3669.010009765625,55269.0,0.9480000138282776
2020-12-03,2023.75,52.20000076293945,90.70999908447266,8.970000267028809,133.0,55.5,3666.719970703125,55152.0,0.9200000166893005,2023.75,47.56122970581055,90.70999908447266,6.859167098999023,98.44438934326172,46.25886917114258,3666.719970703125,55152.0,0.9200000166893005
2020-12-04,2043.5,52.20000076293945,90.69999694824219,9.079999923706055,130.1999969482422,54.099998474121094,3699.1201171875,54730.0,0.968999981880188,2043.5,47.56122970581055,90.69999694824219,6.943281650543213,96.37187957763672,45.091976165771484,3699.1201171875,54730.0,0.968999981880188
2020-12-07,2017.75,,90.79000091552734,8.949999809265137,,,3691.9599609375,,0.9279999732971191,2017.75,,90.79000091552734,6.843875408172607,,,3691.9599609375,,0.9279999732971191
2020-12-08,1991.75,,90.97000122070312,8.720000267028809,,,3702.25,,0.9129999876022339,1991.75,,90.97000122070312,6.667998790740967,,,3702.25,,0.9129999876022339
2020-12-09,2038.25,48.95000076293945,91.08999633789062,8.789999961853027,124.75,51.20000076293945,3672.820068359375,51957.0,0.9409999847412109,2038.25,44.60004425048828,91.08999633789062,6.721523761749268,92.33788299560547,42.67484664916992,3672.820068359375,51957.0,0.9409999847412109
2020-12-10,2054.75,50.099998474121094,90.79000091552734,9.380000114440918,129.75,54.099998474121094,3668.10009765625,53690.0,0.9079999923706055,2054.75,45.64784240722656,90.79000091552734,7.1726861000061035,96.03881072998047,45.091976165771484,3668.10009765625,53690.0,0.9079999923706055
2020-12-11,2018.0,49.45000076293945,90.9800033569336,8.989999771118164,128.6999969482422,54.79999923706055,3663.4599609375,53822.0,0.8930000066757202,2018.0,45.05561065673828,90.9800033569336,6.874460220336914,95.26162719726562,45.675418853759766,3663.4599609375,53822.0,0.8930000066757202
2020-12-14,2050.0,48.0,90.70999908447266,8.8100004196167,127.05000305175781,52.29999923706055,3647.489990234375,53034.0,0.8920000195503235,2050.0,43.734458923339844,90.70999908447266,6.736820220947266,94.04029846191406,43.59169006347656,3647.489990234375,53034.0,0.8920000195503235
2020-12-15,2025.0,48.0,90.47000122070312,9.0600004196167,128.25,53.29999923706055,3694.6201171875,53280.0,0.9229999780654907,2025.0,43.734458923339844,90.47000122070312,6.927990913391113,94.92853546142578,44.4251823425293,3694.6201171875,53280.0,0.9229999780654907
2020-12-16,2044.25,49.150001525878906,90.44999694824219,9.039999961853027,127.25,53.5,3701.169921875,53206.0,0.9200000166893005,2044.25,44.78227233886719,90.44999694824219,6.91269588470459,94.1883544921875,44.591880798339844,3701.169921875,53206.0,0.9200000166893005
2020-12-17,2061.0,49.900001525878906,89.81999969482422,8.899999618530273,126.55000305175781,52.599998474121094,3722.47998046875,53116.0,0.9300000071525574,2061.0,45.46562194824219,89.81999969482422,6.8056416511535645,93.67021942138672,43.84173583984375,3722.47998046875,53116.0,0.9300000071525574
2020-12-18,2071.25,49.95000076293945,90.0199966430664,8.729999542236328,121.9000015258789,51.29999923706055,3709.409912109375,52347.0,0.9480000138282776,2071.25,45.51117706298828,90.0199966430664,6.675644397735596,90.22835540771484,42.75819778442383,3709.409912109375,52347.0,0.9480000138282776
2020-12-21,2035.25,47.25,90.04000091552734,8.470000267028809,119.6500015258789,48.75,3694.919921875,50160.0,0.9409999847412109,2035.25,43.051109313964844,90.04000091552734,6.476828098297119,88.56295013427734,40.63278579711914,3694.919921875,50160.0,0.9409999847412109
2020-12-22,2007.5,48.900001525878906,90.6500015258789,8.449999809265137,120.6500015258789,49.54999923706055,3687.260009765625,50407.0,0.9179999828338623,2007.5,44.55448913574219,90.6500015258789,6.46153450012207,89.30313873291016,41.299583435058594,3687.260009765625,50407.0,0.9179999828338623
2020-12-23,2022.75,48.45000076293945,90.41000366210938,8.6899995803833,125.5999984741211,48.54999923706055,3690.010009765625,51619.0,0.9549999833106995,2022.75,44.14447021484375,90.41000366210938,6.645056247711182,92.967041015625,40.46609115600586,3690.010009765625,51619.0,0.9549999833106995
